label,text0,text1
31,germany national minimum wage agreed coalition deal,national minimum wage coalition deal
31,germany biggest party agree form grand coalition,coalition biggest party agree form grand germany
31,turk germany dual citizenship,treble turk germany dual citizenship
31,update merkel spd clinch coalition deal month vote,update merkel spd clinch coalition deal calendar month vote
31,germany future foreign policy stay course,future foreign stay
31,merkel reach deal coa ion,merkel pass on deal coa ion
31,market preview merkel agrees form coalition spd,market preview merkel agrees form conglutination spd
32,kickoff falcon packer moved noon,kickoff falcon meat packer moved noon
32,nfl note packer aaron rodgers practice play thursday,nfl note packer aaron rodgers practice diddle play thursday
32,green bay packer aaron rodgers slim chance play detroit,green packer aaron rodgers slim chance play detroit
32,packer unsure qb game lion,packer incertain unsure qb game lion
32,aaron rodgers suit tuesday,aaron richard rodgers suit tuesday
32,packer viking play tie matt flynn lead green bay,packer viking play tie matt flynn lead
32,backup qbs essential,backup essential qbs
32,aaron rodgers return sends strong message,aaron rodgers repay sends strong message
32,nfl thanksgiving day green bay packer face detroit lion live sky sport,nfl thanksgiving face green bay day packer detroit lion live sky sport
32,ponder play job,excogitate play job
32,preview viking packer,prevue preview viking packer
32,detroit lion note matt flynn stranger,detroit lion note matte flynn stranger
32,packer rb eddie lacy left sunday game asthma flared overtime,packer rb eddie entrust lacy left sunday game asthma attack asthma flared overtime
32,viking peterson active packer,viking peterson active boxer
32,offensive continuity foremost mccarthy hold qb decision,foremost continuity offensive mccarthy hold qb decision
32,greg jennings injury viking wr questionable fantasy low,greg jennings injury viking wr confutative fantasy low
32,aaron rodgers injury packer qb making throw practice,aaron richard rodgers rodgers injury packer qb making throw practice
32,randall cobb pack season,cobb randall pack season
32,packer rodgers play,richard rodgers packer rodgers play
32,packer sitton lion scum injure rodgers,packer sitton richard rodgers lion scum injure rodgers
32,aaron rodgers optimist cleared,henry louis aaron aaron rodgers optimist cleared
32,football feast,football spread
32,aaron rodgers rodgers confirms cleared,aaron hank aaron rodgers rodgers confirms cleared
32,adrian peterson peterson jennings active viking,adrian active peterson jennings peterson viking
32,win packer turn differently,win packer turn
32,viking three peterson packer takeaway stopping,viking three meat packer peterson packer takeaway stopping
32,green bay packer teamreport,green bay packer teamreport
32,christian ponder ponder solid game tie packer,christian excogitate excogitate solid game tie packer
32,packer qb rodgers thanksgiving return,packer qb rodgers thanksgiving
32,packer trust tolzien win,trust packer tolzien win
32,detroit lion cb chris houston mri green bay packer qb aaron,detroit lion cb houston green bay aaron
32,tim mike team win thursday,tim mike team gain thursday
32,viking packer game preview injury inconsistency highlight,viking packer game preview injury backpacker inconsistency highlight
32,green bay packer josh sitton blast lion dirtbags,green josh sitton blast lion dirtbags
32,viking packer preview,viking packer prevue
32,worst quarterback match viking packer history,worst quarterback match viking packer account
32,viking pathetic packer,viking poor packer
32,green bay packer josh sitton blast detroit lion coach,packer bay green josh sitton blast detroit lion coach
32,packer aaron rodgers thanksgiving day game lion,packer thanksgiving day game
32,adrian peterson greg jennings active viking packer,adrian peterson greg jennings packer viking active
32,packer lion pick prediction detroit favored expert,packer lion prediction detroit favored expert
32,matt flynn start thursday,beginning matt flynn start thursday
32,packer lineman rip lion jim schwartz,packer lineman rip leo the lion jim schwartz
32,adrian peterson shine viking week tie packer,adrian tie shine viking week peterson packer
32,tolzien step big shoe aaron rodgers replacement,horseshoe tolzien step big shoe aaron rodgers replacement
32,matt flynn packer starter aaron rodgers,appetizer matt flynn packer starter aaron rodgers
32,green bay packer playerwatch,common bay packer playerwatch
32,packer josh sitton lion bunch dirtbags,packer josh lion sitton bunch dirtbags
32,football note rodgers practice play thursday,football note rodgers practice play
32,cobb unsure return packer season,cobb unsure return packer season
32,viking packer play tie,packer play tie
32,mike mccarthy packer finish defense,mike mccarthy packer finish defense
32,bradshaw johnson split view mccarthy,bradshaw johnson split view mccarthy
32,double coverage packer lion,double coverage packer king of beasts lion
32,packer defense rush answer struggle persist,packer defense shin rush answer struggle persist
